wake_up_time,brush_time,morning_activity,bathing,breakfast,work_travel_time,work1,break1,work2,lunch,work3,break2,work4,home_travel_time,after_work_time,dinner_time,mediation_time,sleep_time,Opt
21068,22275,23089,26772,27411,29708,33239,38701,41172,51335,56195,59627,60359,67597,71443,74579,76310,78863,0.7315789473684211
19029,22168,22319,26354,27294,27913,31569,38589,37611,50971,52515,59128,59563,65665,68741,71556,74333,76233,0.7315789473684211
21921,22495,23039,26862,27932,29798,34494,38865,40678,51482,55509,59536,61482,66631,69397,73104,75858,78695,0.7315789473684211
20133,22031,22712,26274,26590,28141,30720,38417,39573,51182,54452,59267,58149,66591,68710,71380,74061,75439,0.7315789473684211
21107,22346,23133,26906,27535,29188,34420,38803,40487,51542,55391,59500,62503,67048,69752,74643,75599,77481,0.7315789473684211
18940,22027,22648,26328,26541,28602,32261,38585,38616,50614,54004,59261,59533,65623,66708,72101,74589,76798,0.7315789473684211
21971,22215,22975,26898,27347,29302,33973,38760,41206,51921,55756,59495,61216,66697,70826,75552,75369,79664,0.7052631578947369
19469,21967,22651,26211,27055,28526,32295,38418,38800,50140,53485,59260,59412,66581,68889,71482,72260,75732,0.7315789473684211
21280,22245,22867,27299,27789,28948,33122,38751,40396,51522,56471,59574,61645,66971,71459,74032,76779,80004,0.6789473684210526
20604,22125,22348,26667,27053,28111,31941,38637,37989,50834,52846,59145,58118,66125,67363,71816,74440,76314,0.7052631578947369
21968,22452,23244,27133,28051,29579,33604,38961,40944,52139,57232,59669,60955,67453,70935,73446,74760,79711,0.7052631578947369
20672,22090,22552,26289,26616,28795,30812,38656,39039,50326,52708,59285,58711,65801,67266,71801,72949,76613,0.7315789473684211
21428,22295,22957,27006,27341,28985,34260,38896,41389,52227,55381,59524,62218,67514,71964,73479,75731,78775,0.7315789473684211
20569,22068,22672,26372,26680,28065,31184,38584,38044,51207,53237,59256,59628,66462,68814,70256,72432,75640,0.7052631578947369
21452,22271,22922,27235,27708,29589,33043,38905,39668,52265,56157,59405,60565,66723,70913,73893,74924,79445,0.7315789473684211
20045,22190,22637,26300,26844,28127,31640,38700,37456,50793,53971,59373,58664,65452,67264,70206,73914,76045,0.7052631578947369
21677,22253,22879,27125,27894,29197,33114,38864,41945,51614,56965,59414,61971,67476,70286,74486,75950,78647,0.7052631578947369
19949,21986,22615,26518,26766,28778,32006,38523,38102,50251,54872,59298,58967,66328,67498,71494,73342,77082,0.7578947368421053
21085,22432,23346,26861,27377,29523,34746,38835,41100,51649,57193,59669,62515,67010,69760,73885,76826,80050,0.6263157894736843
19901,21954,22691,26105,26712,28409,30670,38550,39584,50623,53943,59227,58323,65812,66989,71786,74002,77238,0.7315789473684211
20774,22234,22892,26842,27565,29177,34545,38957,39806,51860,56377,59567,61311,66672,71060,75051,75751,77793,0.7052631578947369
19051,22194,22674,26482,26574,27744,31216,38550,38141,50238,54432,59184,59307,65896,68140,72350,72690,75884,0.7578947368421053
21141,22425,22963,26899,27587,29625,34101,38790,39723,51882,55382,59599,60581,67497,69729,73035,75308,79495,0.7315789473684211
19660,22071,22235,26697,27123,28286,32110,38404,37618,50149,52678,59308,59643,66324,68957,72784,73298,76298,0.7315789473684211
22214,22470,22996,27036,27803,29831,33584,38790,41858,51924,56976,59461,62583,67704,71718,73479,76778,78650,0.6263157894736843
19963,22105,22312,26319,26519,28458,31258,38685,39584,50539,54768,59213,58277,65898,66633,70322,74191,76636,0.7052631578947369
21460,22306,23244,27032,28085,29310,34455,38888,41269,52310,55873,59560,60925,67674,71432,75075,76673,78939,0.6789473684210526
19108,22042,22292,26436,26443,28761,31369,38475,37536,51264,53542,59166,58613,66481,67164,72670,73096,74793,0.6789473684210526
21943,22367,23240,26850,27679,29936,33290,38714,40963,51533,55459,59456,60880,67777,69332,73136,75349,79873,0.7315789473684211
19128,22094,22322,26606,26686,28116,31698,38618,39239,50711,53000,59136,58851,66221,67451,71427,73384,75668,0.7578947368421053
20914,22299,22953,27288,28086,29989,34600,38920,39992,52440,56862,59687,60443,67534,71382,73461,74856,79048,0.7052631578947369
20620,21963,22782,26657,26952,28730,31356,38442,38764,51204,53487,59111,59805,66008,69151,71189,72854,76822,0.7578947368421053
20701,22381,23049,26973,27353,29832,33587,38867,41640,51788,56236,59621,60641,66969,70364,75352,77163,79511,0.6789473684210526
20064,22061,22697,26632,27083,28554,30412,38686,37411,50748,52748,59179,60011,66527,68113,71479,72676,77270,0.7052631578947369
21121,22226,23089,26754,27744,29057,32707,38880,41952,51981,55824,59562,61974,67319,69438,75295,75004,77922,0.7052631578947369
19064,21971,22591,26378,26497,27815,30042,38583,38014,51041,54306,59113,58347,65754,67290,71102,72243,75490,0.7052631578947369
21256,22241,22855,27048,27501,29726,33383,38903,41462,51976,57160,59650,61460,67212,70719,73531,75664,79541,0.7052631578947369
20292,22082,22381,26222,26876,28529,30817,38410,38297,50993,54836,59300,58040,65767,67512,71076,74387,76206,0.7315789473684211
22269,22319,22847,26842,27789,29764,32497,38730,41412,51313,55586,59554,62391,66743,70433,74326,76876,78803,0.7052631578947369
19649,21961,22521,26674,27006,27831,31803,38562,39384,50151,54280,59266,59091,65493,69072,72774,72550,74936,0.7052631578947369
20991,22377,23349,27042,27971,29604,32704,38882,40461,51742,55719,59418,61505,67043,71634,75049,75743,78573,0.7052631578947369
19635,22148,22741,26177,27297,27785,32206,38569,37944,50487,54601,59371,59375,65687,67808,72089,74594,76792,0.7578947368421053
22158,22342,23167,27060,27397,29925,33685,38920,40605,51325,56180,59400,61118,67088,70240,74761,76754,78186,0.7315789473684211
20415,21952,22500,26534,26761,28052,32066,38593,39151,50824,54865,59291,58855,66346,67612,70200,73591,74779,0.7052631578947369
21197,22377,23195,27150,27861,28851,32818,38921,39936,52321,56999,59537,61976,67108,70256,74139,74714,79281,0.7315789473684211
19108,22106,22614,26131,26493,28797,30005,38561,37308,51239,52639,59258,59747,65433,68922,70414,72974,75555,0.6526315789473685
21554,22357,23108,26919,28033,29465,34075,38768,40570,51610,55818,59404,62449,66970,69394,73411,76228,79358,0.7315789473684211
20329,22182,22284,26230,26928,28108,30859,38410,39455,50121,53384,59354,58716,65519,67781,71348,72461,77092,0.7315789473684211
21412,22488,22938,26977,27493,29667,33863,38939,41857,52396,55604,59699,61985,66748,71673,74076,75681,78003,0.7052631578947369
19662,22197,22629,26580,26689,28355,31386,38621,39368,51044,54544,59331,58147,65573,67301,72501,74697,75042,0.7052631578947369
20999,22278,22973,26940,28012,29301,32712,38885,41789,51818,55044,59594,60893,67255,71268,74533,76190,79498,0.7052631578947369
20466,22131,22425,26697,27212,28225,31009,38584,38030,51173,54209,59311,60183,66107,67833,70429,73887,76551,0.7315789473684211
21117,22385,22917,26787,27333,29698,33317,38745,40598,51896,56456,59685,60839,67215,70959,73013,76485,78483,0.7578947368421053
19233,21911,22455,26620,27209,27964,32264,38635,38119,50323,53406,59199,58538,66121,66968,72112,72572,77173,0.7052631578947369
21123,22312,23080,26782,27808,29987,33695,38768,40860,51408,55716,59693,60535,66643,70938,74202,75421,77749,0.7578947368421053
20688,22021,22462,26224,26859,28357,31089,38675,37250,50384,53484,59148,59735,65494,68266,70313,72972,77288,0.7052631578947369
21259,22271,23243,26858,27465,29946,33471,38758,40777,52205,56892,59624,61744,67530,70891,72993,74843,77978,0.7578947368421053
19232,21938,22279,26302,27279,27697,30746,38696,38068,50397,53345,59159,60290,65962,69261,70254,72259,74963,0.6789473684210526
21204,22399,22889,27289,27710,29311,34295,38768,41047,52008,56440,59588,60569,67792,71789,74698,76395,77737,0.7315789473684211
19606,22035,22322,26453,27118,28306,31047,38451,37249,50269,53864,59284,58345,66577,68988,70440,72239,77281,0.6789473684210526
22492,22229,23396,26799,27861,29448,33027,38821,41229,51441,54950,59423,62174,67170,71051,73414,74760,79389,0.7578947368421053
20570,21904,22576,26677,26949,28545,30769,38480,37394,51179,54899,59118,58736,66289,69086,70736,74659,76838,0.7052631578947369
21542,22219,22855,26824,27703,29396,33529,38913,41134,51392,57295,59534,61826,67518,71505,74144,76073,78357,0.7052631578947369
20605,22068,22670,26423,26609,28763,31567,38661,38142,50227,52886,59360,58405,66514,67081,71768,74528,77149,0.7315789473684211
21300,22490,23397,27006,28022,29961,33681,38849,39773,51791,55261,59559,61836,66887,70519,74903,76507,79833,0.7315789473684211
19894,22042,22207,26349,26628,28440,31899,38648,38382,51183,54221,59185,58497,65929,68832,71745,72765,75059,0.7315789473684211
21856,22392,23223,27101,27540,28917,33032,38861,41933,51794,56314,59570,60590,66633,71326,74216,75673,77590,0.7315789473684211
20159,22010,22395,26476,27234,27768,31959,38693,38432,50917,54609,59183,58354,66238,69070,70985,73060,76399,0.7578947368421053
21024,22478,23286,26802,27776,28889,33221,38775,41695,51972,56933,59581,62348,66970,70331,73422,77093,77681,0.6789473684210526
19208,22000,22613,26418,27061,28723,31691,38485,37828,51163,53383,59236,57902,65554,67018,72386,74655,74825,0.6789473684210526
21130,22382,23376,27256,27504,29738,32852,38785,41998,52472,57289,59648,61700,67689,69866,72975,75280,78073,0.7052631578947369
19954,21953,22743,26671,27019,28141,32381,38548,39199,51041,54253,59262,58243,66451,69259,72258,74367,75444,0.7315789473684211
22100,22269,23209,26840,27415,29371,34772,38732,40511,52115,55013,59604,60881,67567,69694,74268,74844,79803,0.7052631578947369
19483,21903,22641,26463,26877,27803,31269,38649,37908,50502,53264,59183,58543,66389,67349,72216,73307,75975,0.7578947368421053
22052,22389,22918,27207,27506,29769,32629,38857,41653,51345,57063,59664,62227,67259,70704,75570,76953,77664,0.6526315789473685
19822,22098,22258,26478,26882,28796,32038,38479,38898,51147,53854,59108,58258,65408,67716,71249,72078,77273,0.7052631578947369
21326,22250,23120,26908,27982,29007,34448,38821,41023,52247,55399,59441,60780,67571,70977,75035,77194,77949,0.6789473684210526
19156,22097,22344,26654,26479,27726,32047,38403,39379,50274,54167,59233,58515,66429,68117,71174,72697,76523,0.7578947368421053
21247,22385,23396,26753,28147,29466,32603,38738,40288,51795,56760,59624,61682,67034,69482,73722,77235,77703,0.7315789473684211
20019,21918,22363,26206,26640,28139,30768,38694,38806,50776,54601,59120,59313,66301,66620,70399,72624,75162,0.6526315789473685
22271,22427,23303,27196,27712,29168,32953,38942,41422,52262,55188,59552,62058,66845,71889,74631,75958,78818,0.7315789473684211
19508,21936,22569,26402,26832,27761,31483,38522,38297,50945,54166,59168,58037,65547,68799,72216,72458,75105,0.6789473684210526
22476,22349,22826,26904,27868,29168,33393,38961,40917,52277,57255,59561,60308,67774,69747,75233,77009,78670,0.6789473684210526
20489,22082,22644,26542,27147,28582,30565,38630,37401,50975,54837,59330,58847,65762,67553,71672,72236,77039,0.7052631578947369
21247,22423,22850,27159,27455,29797,34711,38774,41005,52469,55774,59555,61517,67798,70037,74919,75954,80099,0.7052631578947369
19048,22086,22800,26285,27005,27997,30635,38446,38373,50140,53118,59119,59403,65839,69133,72825,74267,76734,0.7578947368421053
21001,22432,22809,27144,27676,29379,34611,38996,39987,52046,56852,59489,62070,66839,70960,73322,76380,77688,0.7315789473684211
20080,21958,22749,26173,26967,28613,30314,38457,37777,50192,52971,59205,58576,66585,68607,71338,73090,76863,0.7315789473684211
22307,22253,23267,26891,28128,29419,33074,38789,40200,51616,56537,59627,61069,67283,70451,73339,75361,78501,0.7578947368421053
19517,22110,22251,26301,27146,27611,31718,38680,39000,50203,53657,59123,58004,65406,69053,70624,73882,75406,0.7052631578947369
21399,22414,23126,27150,28152,29509,32812,38973,40269,52454,56893,59460,61748,67475,70157,75418,77023,78680,0.7052631578947369
19698,22027,22468,26159,26997,28013,31287,38655,39268,51255,53068,59343,60017,65563,67965,72775,73766,76206,0.7578947368421053
22358,22461,23236,26790,27920,29806,32785,38906,41865,52261,56933,59431,62075,66839,69306,73044,74983,79216,0.7315789473684211
19271,22133,22477,26607,27265,27991,31553,38628,37888,51276,54190,59273,59774,65618,69257,70267,72783,77286,0.7315789473684211
21107,22292,22802,26904,27623,29870,33767,38737,39861,51717,57004,59561,61256,67581,69402,74152,75166,79592,0.7052631578947369
19282,21940,22236,26199,27277,27727,31669,38423,38289,51245,53744,59165,58631,66274,67359,70770,73051,75952,0.7315789473684211
22471,22422,23375,26723,27777,29902,34534,38823,40444,51684,55841,59681,60645,66981,70170,75283,75928,78894,0.7052631578947369
19861,22053,22507,26694,26549,27851,30438,38506,39413,50602,53691,59158,58963,66414,69040,70981,74677,75721,0.7578947368421053
21114,22474,22861,26773,28139,29614,33505,38940,41653,52289,56021,59518,61847,67420,70872,73753,75935,79253,0.7315789473684211
19477,22108,22305,26299,26737,28209,31705,38637,38308,51212,53167,59143,58930,66563,69180,72648,73096,76951,0.7578947368421053
20980,22447,23315,26824,27630,29391,33570,38867,41996,52483,56302,59662,61794,66978,71086,74588,75542,79104,0.7315789473684211
19499,22117,22646,26444,26805,28237,30938,38583,39085,50294,53750,59309,59080,66592,67842,71867,74423,75137,0.7315789473684211
20746,22283,22826,26918,27676,29688,34581,38852,40635,51826,55226,59456,61692,66966,70028,74462,75967,77855,0.7315789473684211
20663,22184,22479,26579,27189,27612,31493,38535,38325,50985,52864,59287,58370,66067,67784,71089,74328,75207,0.7315789473684211
22062,22261,23236,26921,27646,29838,33113,38768,39807,52230,55477,59496,60407,67653,71704,75054,76409,79217,0.7052631578947369
19683,22121,22321,26132,27058,28491,32351,38689,38223,50273,53289,59261,59352,66213,67102,70239,72841,77377,0.7052631578947369
21850,22442,23174,26722,27315,29289,34285,38827,40357,52150,54945,59569,60531,66673,69743,74210,77383,78933,0.7315789473684211
19348,22048,22668,26454,26492,28651,32089,38600,37921,50976,53629,59181,58892,65485,68146,71598,72067,75815,0.7315789473684211
22432,22407,23383,26938,27303,28914,32669,38952,41281,52397,56021,59459,60324,67525,71957,75219,74711,78567,0.7052631578947369
19638,22184,22587,26111,26946,28000,30638,38525,37875,50930,54559,59192,58371,66359,68918,71510,74291,76881,0.7578947368421053
21326,22245,23106,27171,27823,29280,34036,38840,40159,52186,57154,59674,61678,67251,70722,75222,76034,77611,0.7052631578947369
20292,22040,22504,26462,26650,28649,31266,38539,38285,50376,54590,59395,60213,66244,68926,72427,73776,76037,0.7578947368421053
22426,22394,23081,27266,28048,29755,33225,38854,39629,52376,55409,59584,62584,66979,70019,73325,74701,79476,0.7052631578947369
19316,22069,22613,26571,27228,27685,30174,38402,37204,50962,54109,59263,58080,65422,66899,72264,73997,75175,0.6263157894736843
22282,22357,23314,26965,27356,29803,33533,38983,40292,52281,54991,59671,60779,67120,70219,75287,76826,77438,0.7052631578947369
20314,22081,22520,26445,27143,28508,31826,38607,37550,51084,52891,59331,58538,65664,69225,71120,73529,75850,0.7315789473684211
22319,22494,23211,27231,27518,29974,32526,38926,40073,51461,55496,59457,60654,67162,71777,75051,76776,79093,0.6789473684210526
19124,22175,22621,26512,26949,28402,32297,38465,38467,50248,53582,59261,58782,66007,68185,71212,73997,75877,0.7578947368421053
22146,22442,23275,26909,27552,28813,33197,38763,40966,52223,56344,59667,62163,67080,71776,75305,76143,78727,0.7052631578947369
20165,21970,22403,26503,26478,28783,31251,38608,38953,50643,53705,59193,59173,65426,68309,71049,72038,75622,0.7315789473684211
21695,22411,23153,26769,27727,29866,34089,38802,41413,51888,56433,59666,60761,66998,70633,74965,75811,79764,0.7052631578947369
19838,21977,22239,26100,26862,27656,31577,38400,38381,50352,54636,59141,58885,66140,68795,72544,73607,75895,0.7578947368421053
20854,22269,22945,27110,27907,29760,34183,38731,40084,51602,55646,59484,61511,67749,70181,73791,77297,78679,0.7315789473684211
20225,22015,22612,26366,26447,28683,30692,38585,38054,51055,53644,59357,59089,66563,67946,72874,74227,75508,0.7578947368421053
20996,22361,22858,26926,27520,29019,33833,38995,39793,52331,56225,59499,60353,67205,71903,75237,74931,79982,0.6789473684210526
19811,22096,22571,26678,26439,28125,31387,38607,38551,51273,52635,59285,60083,65725,68342,71316,74641,74869,0.7052631578947369
21096,22239,23352,26842,27800,29503,34099,38754,39691,51848,57220,59428,61079,67086,69849,75509,74718,79344,0.7052631578947369
19105,22061,22550,26507,26891,28509,32384,38537,37639,50931,52520,59283,59106,65462,68874,71325,72016,76400,0.7052631578947369
22294,22428,23163,27239,27700,29116,32649,38956,39825,52315,57011,59469,60757,67690,70069,74970,74918,78592,0.7052631578947369
19884,21922,22469,26218,27176,27639,30573,38604,37401,51009,54681,59208,58746,65971,66817,70944,73837,75810,0.7052631578947369
21896,22342,22819,27016,27388,28944,33732,38808,40197,51411,56591,59605,61442,67390,69461,75455,75868,79174,0.7315789473684211
18928,22099,22436,26393,27005,28733,31554,38651,39539,50153,54509,59398,60191,65554,67784,72442,74487,75540,0.7578947368421053
21889,22350,23326,26761,28088,29407,33829,38808,39785,52364,57119,59664,60628,67157,71432,73923,76185,79780,0.6789473684210526
20564,21973,22744,26486,26419,27731,30246,38433,38438,50197,52654,59198,59503,65817,69216,72552,73913,76320,0.7052631578947369
22048,22364,22971,26884,27721,29281,34577,38702,40150,51506,56631,59443,60675,67570,69874,75074,77276,78744,0.6789473684210526
19849,22118,22429,26278,27273,28482,30783,38585,38300,50966,54691,59301,58654,66244,67726,71569,73775,77081,0.7578947368421053
22151,22462,23352,27286,27921,29064,34225,38805,40535,52091,56958,59663,61623,67595,70219,72957,76726,77452,0.7315789473684211
20366,22059,22449,26144,26851,27793,32039,38678,38027,51015,54422,59400,60149,65991,68111,72875,72460,75004,0.7052631578947369
21926,22415,23131,27137,27931,29896,33190,38947,41786,51978,56393,59492,62003,67454,69818,73922,77330,78108,0.7052631578947369
20014,22151,22451,26362,26505,28248,30949,38626,39429,51053,52701,59381,59320,66227,68614,72146,74102,77399,0.7315789473684211
20869,22254,23325,26950,27502,29057,34334,38911,41837,52343,56067,59521,60792,67545,70022,74162,77355,77686,0.7052631578947369
19146,22192,22334,26551,27086,28161,31259,38470,38846,50748,53779,59348,58750,65422,66971,71801,73322,75977,0.7315789473684211
21996,22288,23015,27173,28096,29151,33659,38883,39687,51825,56546,59628,61165,66844,70469,74206,76149,79655,0.7315789473684211
19449,21959,22775,26306,27273,28227,30016,38435,37788,51271,54607,59216,60076,65674,68559,70901,74296,75122,0.7052631578947369
21818,22363,22949,26759,28173,29762,34472,38823,40320,52012,56509,59440,61413,67720,69337,74511,75445,78053,0.7315789473684211
19218,22042,22679,26482,26822,28209,31448,38572,39486,51215,54306,59176,57995,66476,68077,72214,72508,74911,0.6789473684210526
21733,22389,23296,26843,28003,29670,33444,38897,41645,51994,55711,59514,62455,67405,70294,73970,75730,78510,0.7052631578947369
19388,22029,22652,26266,26716,28713,30166,38407,37834,50131,53546,59152,57941,65874,67078,70438,73627,75695,0.6526315789473685
22091,22267,23237,26883,27922,29807,33156,38773,41940,51754,55860,59610,62441,67298,71585,74544,74869,78243,0.6789473684210526
18976,22002,22579,26383,26890,28618,30381,38626,37802,50718,53526,59302,59340,65957,66601,71932,74465,76255,0.7315789473684211
21371,22316,23052,26741,27538,28908,34543,38827,41841,51644,55696,59554,60404,67638,70621,73152,75800,78868,0.7052631578947369
19417,21939,22350,26637,27261,28687,31645,38587,37210,50486,53650,59346,58618,65635,67919,71210,72057,75227,0.6789473684210526
21695,22493,23279,26977,28160,29749,33269,38788,40039,51666,56437,59428,60681,67705,69933,73392,74842,79906,0.7315789473684211
20586,22190,22221,26168,26628,28663,30854,38636,39302,50417,53624,59389,58118,65649,67063,71965,72359,76708,0.6789473684210526
21019,22217,23338,27026,27536,29280,33406,38982,39896,51832,54960,59619,61355,66601,71962,73810,77367,78661,0.7052631578947369
19552,22037,22249,26452,26879,28033,32375,38604,38122,50682,52645,59271,59275,66212,68934,71202,73485,74825,0.7052631578947369
22142,22431,23019,26903,27982,29815,32685,38947,41315,52299,55652,59540,62541,66674,69386,73742,74911,79749,0.7052631578947369
19704,21963,22296,26248,27256,27907,31811,38577,39598,50163,54372,59212,58658,66270,66698,72415,72462,74919,0.6789473684210526
21570,22200,22867,26990,28025,29878,32754,38885,41424,52469,56572,59424,60853,67030,71322,75410,76830,79427,0.7052631578947369
19185,22190,22767,26356,26643,27873,32397,38412,38919,50111,52707,59122,58145,66181,68306,71276,73060,77371,0.7052631578947369
21103,22349,23361,26969,28147,29450,34077,38725,39641,52093,57247,59469,61298,66837,70108,73627,76392,79103,0.7315789473684211
19746,21964,22685,26640,27256,28303,31023,38458,38568,51271,54683,59161,58207,66175,68130,71697,74010,76909,0.7315789473684211
21999,22480,22844,26843,28043,29556,32571,38929,39829,51688,55012,59451,60389,67287,69891,74369,75636,80002,0.7315789473684211
20525,21902,22257,26653,26691,28018,30709,38645,38699,50342,52668,59272,58408,66035,66835,72646,72200,76164,0.6789473684210526
22009,22390,23290,27009,27685,29656,33715,38700,40382,51815,55876,59598,62159,66982,69770,73404,76482,78163,0.7578947368421053
19004,22092,22412,26146,26859,28140,32281,38510,39265,50362,52778,59193,59753,66284,68542,72144,73459,76756,0.7315789473684211
20718,22413,23241,26816,27418,28860,32643,38708,40995,52261,55521,59691,60406,67374,70176,73545,77196,79044,0.7315789473684211
20090,22160,22246,26103,27085,28430,31383,38565,39007,50854,54556,59167,59075,65931,68956,72834,72757,75965,0.7578947368421053
21527,22266,22825,27170,27770,29087,33783,38887,39631,51613,56361,59417,60545,67191,71300,75354,76382,79405,0.7315789473684211
19839,21925,22690,26385,26874,28019,30890,38669,38881,50376,53998,59283,58318,65624,67782,72586,73493,75007,0.7315789473684211
21871,22338,23245,27253,28196,29746,33007,38818,40429,51665,55087,59511,61153,66621,70023,74686,77275,77892,0.7315789473684211
19457,22037,22553,26630,26809,28043,31200,38502,39441,50206,54348,59382,59095,66277,68214,72145,72143,77019,0.7315789473684211
21515,22471,23361,26867,27696,29548,33219,38733,40378,52338,56105,59645,60812,67036,70944,73535,75512,79525,0.7315789473684211
19554,22025,22672,26376,26971,28550,32182,38681,37972,50443,52610,59210,59137,65406,68686,70699,74228,76002,0.7052631578947369
21690,22254,23372,27152,27430,29542,33190,38754,41404,52133,57003,59671,60829,67749,70311,73516,76309,80085,0.7052631578947369
20212,22058,22417,26207,26472,28615,30743,38459,38430,50702,54752,59342,58147,65717,68975,71926,73343,76843,0.7315789473684211
22399,22439,23194,27175,27920,29179,33191,38862,40282,51863,55273,59683,62228,67391,70910,73626,76992,77659,0.7315789473684211
19920,22072,22614,26466,27199,28744,31576,38437,38742,51162,53282,59329,58920,65527,67566,71421,72705,77193,0.7578947368421053
22264,22299,23091,26843,27467,28935,34197,38818,39877,52292,56459,59415,62250,67545,70804,75063,76876,78343,0.7052631578947369
19519,22105,22491,26449,26791,28100,30753,38410,37939,50204,54272,59150,58322,65499,68351,70381,72384,76881,0.7052631578947369
22085,22239,23265,27151,28103,29057,33050,38749,41824,51888,55057,59489,61174,67108,70510,74770,76636,78368,0.7315789473684211
19031,22067,22287,26328,27129,28757,30049,38593,38322,50949,53403,59352,58178,66412,66816,72253,72527,76715,0.6526315789473685
21186,22328,23116,27192,28038,29610,32965,38730,40919,51695,55383,59589,61607,67359,69586,73373,75130,78965,0.7578947368421053
20382,21903,22612,26329,26598,28506,31166,38528,38478,51048,53019,59318,59741,66440,66616,71592,73347,77126,0.7315789473684211
22014,22477,23078,26731,27774,29193,34394,38740,41222,51349,55579,59578,62651,67094,71409,75166,74792,78318,0.6789473684210526
20344,22080,22647,26582,26770,27644,31242,38670,39072,50246,53807,59219,60067,66287,67530,71448,73375,75933,0.7578947368421053
22400,22365,22852,26965,28197,29202,34158,38922,40438,51365,56787,59442,62128,67318,71148,75356,76990,77440,0.7052631578947369
19051,22177,22347,26126,26905,27744,31351,38404,38047,50670,52807,59203,59878,66143,66647,70677,74138,77312,0.6789473684210526
22486,22391,22935,26962,28104,29036,32851,38758,40284,51841,57094,59690,61298,67343,70626,75261,74901,77936,0.7052631578947369
20623,21921,22455,26279,27040,27901,32190,38675,38983,51287,53865,59125,58926,66422,69057,72805,74124,75858,0.7578947368421053
21570,22271,23004,27152,28112,29709,33392,38796,39660,52371,55342,59550,61842,67779,69953,74013,76881,79362,0.7315789473684211
19012,21957,22280,26306,26500,27672,30720,38648,37378,50318,53637,59361,58368,65443,67704,71494,73217,75032,0.7052631578947369
22385,22345,22854,26818,27348,29431,34759,38742,41856,52390,55560,59440,62234,67674,71128,74380,77250,78857,0.6789473684210526
20568,21932,22506,26665,27176,28314,30840,38543,39343,50269,53942,59197,59412,65551,68288,71057,74185,75694,0.7578947368421053
21925,22409,23394,27270,27597,28977,33828,38912,39827,51898,55639,59471,60726,66868,70898,73964,75257,78367,0.7578947368421053
20602,21980,22637,26493,26998,28691,31155,38468,38923,51261,52889,59194,58736,65823,67714,71320,72142,76166,0.7315789473684211
21442,22378,22900,27233,27621,28893,33469,38848,40511,51411,55273,59694,61848,67711,70883,74983,75475,79498,0.7052631578947369
20290,22007,22649,26188,27187,28357,31330,38556,39593,50312,54459,59313,59884,65772,68228,71407,72218,76921,0.7315789473684211
21778,22409,23350,26745,27656,29984,32658,38878,39762,51524,56686,59497,60579,66623,69727,73595,77306,77493,0.7315789473684211
19054,22065,22694,26293,27220,27723,31941,38645,38238,51246,53070,59395,59399,66567,67168,72630,74300,75072,0.7052631578947369
22460,22285,22886,27143,27895,28969,34795,38920,40839,51386,56456,59562,62127,67355,70040,74734,77063,77958,0.7052631578947369
19235,22153,22667,26579,26560,27933,32340,38463,37582,50162,54327,59174,59774,66301,67843,72766,74691,77261,0.7578947368421053
22260,22324,23355,27001,27760,29944,34189,38917,39996,52222,55410,59654,61794,66880,70764,72933,76015,79868,0.7315789473684211
19610,22158,22379,26462,26556,28380,31027,38446,37777,50407,54629,59326,59279,65756,67612,70309,74364,77326,0.7315789473684211
21009,22387,23195,26734,27768,29350,34769,38921,40636,51525,54914,59670,61178,66789,71260,75590,76288,77838,0.7052631578947369
20504,21996,22742,26655,26726,27824,30481,38669,39130,51273,53328,59290,58450,66264,66806,70268,72331,76688,0.6789473684210526
22426,22303,23130,27080,27396,29763,33457,38723,40641,51380,55068,59480,61774,66718,71545,73630,76538,78731,0.7315789473684211
19152,22115,22713,26697,27075,27754,31051,38507,38379,50262,53057,59326,58668,66528,69262,71715,73828,77076,0.7578947368421053
21029,22408,23200,27034,27965,29184,34735,38899,40886,51368,56875,59514,62667,66672,71579,74983,75703,79511,0.6263157894736843
20552,22030,22204,26440,26741,27831,31889,38403,37580,50938,53368,59255,59883,66167,68743,71271,74558,76509,0.7578947368421053
22296,22451,22963,26991,28045,29072,34435,38924,40269,52408,56862,59593,61823,67756,71483,73822,76357,77847,0.7315789473684211
19302,21920,22625,26236,26774,27881,31497,38526,37405,51119,54137,59327,58535,65657,66619,72047,73308,74897,0.6789473684210526
21547,22332,23185,27220,27908,28843,33428,38718,40264,52339,55740,59436,60465,67599,69924,73640,76485,79146,0.7578947368421053
20111,22155,22464,26327,26789,28155,30865,38663,39335,50726,54154,59287,58210,66324,67241,72524,74036,76242,0.7052631578947369
22361,22356,22912,26776,27995,29737,32857,38968,40692,51519,57286,59592,61541,66651,69398,74003,76235,79753,0.7052631578947369
18952,21933,22629,26528,26485,28402,30914,38592,37341,50555,53894,59142,59078,65538,67156,72130,72172,77120,0.6789473684210526
21631,22489,22905,27092,27535,28912,34131,38864,39614,51994,55518,59685,62654,67428,69622,74436,74908,79395,0.7315789473684211
19525,22004,22644,26146,27202,28712,30957,38659,38340,51104,53511,59375,58126,65743,68253,71200,73252,76319,0.7315789473684211
21988,22235,23323,26845,27862,28939,34530,38982,40250,51880,57024,59677,62048,67606,71469,74629,74742,79814,0.6526315789473685
19068,22185,22359,26156,27242,27638,30352,38698,37809,51058,54114,59231,58275,66176,67750,71769,72417,76795,0.7052631578947369
